model,hardware,prompt_size,batch_size,token_size,peak_power,average_power,prompt_time,token_time,e2e_time,tensor_parallel
Llama-3.2-3B,a100-80gb,512,1,128,0,0,0.02667379379272461,0.7064352035522461,0.7361667156219482,4
Llama-3.2-3B,a100-80gb,512,1,128,0,0,0.030246734619140625,0.7000362873077393,0.7328660488128662,4
Llama-3.2-3B,a100-80gb,512,1,128,0,0,0.029284000396728516,0.6957831382751465,0.7276914119720459,4
Llama-3.2-3B,a100-80gb,512,1,128,0,0,0.028694868087768555,0.7069182395935059,0.7381150722503662,4
Llama-3.2-3B,a100-80gb,512,1,128,0,0,0.02838611602783203,0.7086660861968994,0.7396442890167236,4
Llama-3.2-3B,a100-80gb,512,2,128,0,0,0.0500948429107666,0.7336728572845459,0.7871453762054443,4
Llama-3.2-3B,a100-80gb,512,2,128,0,0,0.05157279968261719,0.7414710521697998,0.7968423366546631,4
Llama-3.2-3B,a100-80gb,512,2,128,0,0,0.05016899108886719,0.7352564334869385,0.7889444828033447,4
Llama-3.2-3B,a100-80gb,512,2,128,0,0,0.051244258880615234,0.7437388896942139,0.7984714508056641,4
Llama-3.2-3B,a100-80gb,512,2,128,0,0,0.04805898666381836,0.7339723110198975,0.7857191562652588,4
Llama-3.2-3B,a100-80gb,512,4,128,0,0,0.04972219467163086,0.815112829208374,0.8699817657470703,4
Llama-3.2-3B,a100-80gb,512,4,128,0,0,0.05110311508178711,0.8189465999603271,0.875403881072998,4
Llama-3.2-3B,a100-80gb,512,4,128,0,0,0.04768180847167969,0.8097555637359619,0.8627426624298096,4
Llama-3.2-3B,a100-80gb,512,4,128,0,0,0.04910612106323242,0.8151988983154297,0.8698759078979492,4
Llama-3.2-3B,a100-80gb,512,4,128,0,0,0.046944379806518555,0.8129713535308838,0.8645966053009033,4
Llama-3.2-3B,a100-80gb,512,8,128,0,0,0.049627065658569336,0.9562900066375732,1.0143404006958008,4
Llama-3.2-3B,a100-80gb,512,8,128,0,0,0.04995846748352051,0.9608635902404785,1.0193402767181396,4
Llama-3.2-3B,a100-80gb,512,8,128,0,0,0.04768872261047363,0.9598720073699951,1.0156352519989014,4
Llama-3.2-3B,a100-80gb,512,8,128,0,0,0.04689526557922363,0.9631690979003906,1.0181374549865723,4
Llama-3.2-3B,a100-80gb,512,8,128,0,0,0.04948902130126953,0.9639060497283936,1.02156400680542,4
Llama-3.2-3B,a100-80gb,512,16,128,0,0,0.04769158363342285,1.2502753734588623,1.3121051788330078,4
Llama-3.2-3B,a100-80gb,512,16,128,0,0,0.05022287368774414,1.2578835487365723,1.3257255554199219,4
Llama-3.2-3B,a100-80gb,512,16,128,0,0,0.04957461357116699,1.2612006664276123,1.3253710269927979,4
Llama-3.2-3B,a100-80gb,512,16,128,0,0,0.047905683517456055,1.265068531036377,1.326843023300171,4
Llama-3.2-3B,a100-80gb,512,16,128,0,0,0.048860788345336914,1.2509808540344238,1.3153166770935059,4
Llama-3.2-3B,a100-80gb,512,32,128,0,0,0.04740738868713379,1.8017091751098633,1.8762121200561523,4
Llama-3.2-3B,a100-80gb,512,32,128,0,0,0.05171990394592285,1.8120040893554688,1.8939895629882812,4
Llama-3.2-3B,a100-80gb,512,32,128,0,0,0.051108598709106445,1.7949268817901611,1.8753254413604736,4
Llama-3.2-3B,a100-80gb,512,32,128,0,0,0.052107810974121094,1.772606372833252,1.8537318706512451,4
Llama-3.2-3B,a100-80gb,512,32,128,0,0,0.047142982482910156,1.7795765399932861,1.8563368320465088,4
Llama-3.2-3B,a100-80gb,512,1,128,0,0,0.027753591537475586,0.7010564804077148,0.7320895195007324,4
Llama-3.2-3B,a100-80gb,512,1,128,0,0,0.0273282527923584,0.699164628982544,0.7289319038391113,4
Llama-3.2-3B,a100-80gb,512,1,128,0,0,0.028866291046142578,0.7058556079864502,0.7371108531951904,4
Llama-3.2-3B,a100-80gb,512,1,128,0,0,0.028749942779541016,0.7010965347290039,0.732358455657959,4
Llama-3.2-3B,a100-80gb,512,1,128,0,0,0.02972245216369629,0.6988039016723633,0.7309079170227051,4
Llama-3.2-3B,a100-80gb,512,1,256,0,0,0.029059410095214844,1.4222252368927002,1.4537808895111084,4
Llama-3.2-3B,a100-80gb,512,1,256,0,0,0.028809785842895508,1.4255163669586182,1.4569423198699951,4
Llama-3.2-3B,a100-80gb,512,1,256,0,0,0.028360605239868164,1.414003849029541,1.4449567794799805,4
Llama-3.2-3B,a100-80gb,512,1,256,0,0,0.028072834014892578,1.4085850715637207,1.4393603801727295,4
Llama-3.2-3B,a100-80gb,512,1,256,0,0,0.027925491333007812,1.4087269306182861,1.4390487670898438,4
Llama-3.2-3B,a100-80gb,512,1,512,0,0,0.03049015998840332,2.805565118789673,2.838243246078491,4
Llama-3.2-3B,a100-80gb,512,1,512,0,0,0.027471303939819336,2.8428564071655273,2.87286114692688,4
Llama-3.2-3B,a100-80gb,512,1,512,0,0,0.02881908416748047,2.816671133041382,2.8480522632598877,4
Llama-3.2-3B,a100-80gb,512,1,512,0,0,0.030771255493164062,2.8242764472961426,2.857815742492676,4
Llama-3.2-3B,a100-80gb,512,1,512,0,0,0.028264999389648438,2.8204596042633057,2.851222276687622,4
Llama-3.2-3B,a100-80gb,512,1,1024,0,0,0.02815079689025879,5.630238056182861,5.660943269729614,4
Llama-3.2-3B,a100-80gb,512,1,1024,0,0,0.028092384338378906,5.647956371307373,5.678648471832275,4
Llama-3.2-3B,a100-80gb,512,1,1024,0,0,0.028416872024536133,5.6484434604644775,5.67940092086792,4
Llama-3.2-3B,a100-80gb,512,1,1024,0,0,0.028690576553344727,5.616163730621338,5.647806644439697,4
Llama-3.2-3B,a100-80gb,512,1,1024,0,0,0.029886484146118164,5.657106399536133,5.68947696685791,4
Llama-3.2-3B,a100-80gb,512,1,2048,0,0,0.02967548370361328,11.247182846069336,11.279385805130005,4
Llama-3.2-3B,a100-80gb,512,1,2048,0,0,0.030260324478149414,11.318646907806396,11.351558685302734,4
Llama-3.2-3B,a100-80gb,512,1,2048,0,0,0.03059220314025879,11.269633293151855,11.30320119857788,4
Llama-3.2-3B,a100-80gb,512,1,2048,0,0,0.029720067977905273,11.238988161087036,11.271613836288452,4
Llama-3.2-3B,a100-80gb,512,1,2048,0,0,0.028148174285888672,11.298314571380615,11.329231262207031,4
Llama-3.2-3B,a100-80gb,512,1,4096,0,0,0.03045344352722168,22.673177480697632,22.706656217575073,4
Llama-3.2-3B,a100-80gb,512,1,4096,0,0,0.028400421142578125,22.62544345855713,22.656902313232422,4
Llama-3.2-3B,a100-80gb,512,1,4096,0,0,0.02947258949279785,22.680068731307983,22.71271538734436,4
Llama-3.2-3B,a100-80gb,512,1,4096,0,0,0.028110504150390625,22.610843896865845,22.641639709472656,4
Llama-3.2-3B,a100-80gb,512,1,4096,0,0,0.027942180633544922,22.695979595184326,22.72673487663269,4
Llama-3.2-3B,a100-80gb,512,1,8192,0,0,0.02996516227722168,53.466243743896484,53.49933838844299,4
Llama-3.2-3B,a100-80gb,512,1,8192,0,0,0.02727031707763672,53.49601411819458,53.52604794502258,4
Llama-3.2-3B,a100-80gb,512,1,8192,0,0,0.027620553970336914,53.20900344848633,53.23961162567139,4
Llama-3.2-3B,a100-80gb,512,1,8192,0,0,0.028931140899658203,53.21481108665466,53.24681568145752,4
Llama-3.2-3B,a100-80gb,512,1,8192,0,0,0.027198076248168945,53.21852350234985,53.24850654602051,4
