,times,iters
77,0.006386518478393555,77
78,0.006601572036743164,78
79,0.006453037261962891,79
80,0.006538867950439453,80
81,0.0064051151275634766,81
82,0.00649571418762207,82
83,0.006567716598510742,83
84,0.0064775943756103516,84
85,0.0065155029296875,85
86,0.0066030025482177734,86
87,0.0065572261810302734,87
88,0.006438493728637695,88
89,0.006515026092529297,89
90,0.006617307662963867,90
91,0.006517171859741211,91
92,0.006504535675048828,92
93,0.006597042083740234,93
94,0.006441354751586914,94
95,0.007281303405761719,95
96,0.0057697296142578125,96
97,0.007302522659301758,97
98,0.00588536262512207,98
99,0.006610393524169922,99
100,0.0066106319427490234,100
101,0.006447792053222656,101
102,0.006764888763427734,102
103,0.006433725357055664,103
104,0.007250308990478516,104
105,0.006176471710205078,105
106,0.006172657012939453,106
107,0.006594181060791016,107
108,0.007086515426635742,108
109,0.006112337112426758,109
110,0.0074384212493896484,110
111,0.006701469421386719,111
112,0.0056035518646240234,112
113,0.006567239761352539,113
114,0.007035970687866211,114
115,0.006544351577758789,115
116,0.006189107894897461,116
117,0.006583213806152344,117
118,0.006588459014892578,118
119,0.006569385528564453,119
120,0.006599903106689453,120
121,0.006570577621459961,121
122,0.006628990173339844,122
123,0.006563901901245117,123
124,0.0070497989654541016,124
125,0.0066835880279541016,125
126,0.005985736846923828,126
127,0.006891727447509766,127
128,0.007080793380737305,128
129,0.0065898895263671875,129
130,0.006651401519775391,130
131,0.007176876068115234,131
132,0.006903409957885742,132
133,0.006215095520019531,133
134,0.0067098140716552734,134
135,0.006703615188598633,135
136,0.006741523742675781,136
137,0.006703853607177734,137
138,0.0067555904388427734,138
139,0.0067138671875,139
140,0.006679534912109375,140
141,0.006695270538330078,141
142,0.006768465042114258,142
143,0.0066738128662109375,143
144,0.006700038909912109,144
145,0.006777524948120117,145
146,0.0066869258880615234,146
147,0.006680727005004883,147
148,0.006665706634521484,148
149,0.006675243377685547,149
150,0.006686210632324219,150
151,0.00668025016784668,151
152,0.006798744201660156,152
153,0.006777524948120117,153
154,0.006783246994018555,154
155,0.0067653656005859375,155
156,0.0068035125732421875,156
157,0.006783485412597656,157
158,0.0068111419677734375,158
159,0.00730586051940918,159
160,0.006768941879272461,160
161,0.006523847579956055,161
162,0.0071256160736083984,162
163,0.00722050666809082,163
164,0.00609898567199707,164
165,0.0065860748291015625,165
166,0.0069544315338134766,166
167,0.00675201416015625,167
168,0.006749868392944336,168
169,0.006707906723022461,169
170,0.006761312484741211,170
171,0.0067479610443115234,171
172,0.00681304931640625,172
173,0.006761789321899414,173
174,0.006690263748168945,174
175,0.006664276123046875,175
176,0.0067348480224609375,176
177,0.006773710250854492,177
178,0.00677943229675293,178
179,0.006842613220214844,179
180,0.006738901138305664,180
181,0.0068166255950927734,181
182,0.006858110427856445,182
183,0.006838083267211914,183
184,0.006756782531738281,184
185,0.006749391555786133,185
186,0.006787776947021484,186
187,0.006771087646484375,187
188,0.006803035736083984,188
189,0.00683283805847168,189
190,0.0068225860595703125,190
191,0.007030487060546875,191
192,0.006575107574462891,192
193,0.0067441463470458984,193
194,0.007173776626586914,194
195,0.006571054458618164,195
196,0.006783485412597656,196
197,0.00716090202331543,197
198,0.006299495697021484,198
199,0.006669282913208008,199
200,0.0071756839752197266,200
201,0.00629878044128418,201
202,0.0067903995513916016,202
203,0.007094383239746094,203
204,0.006480693817138672,204
205,0.006684780120849609,205
206,0.006739377975463867,206
207,0.006758451461791992,207
208,0.0066759586334228516,208
209,0.006892204284667969,209
210,0.006646394729614258,210
211,0.006663322448730469,211
212,0.006658792495727539,212
213,0.006743669509887695,213
214,0.006673574447631836,214
215,0.00670313835144043,215
216,0.006742715835571289,216
217,0.006766319274902344,217
218,0.006688356399536133,218
219,0.0067021846771240234,219
220,0.006656169891357422,220
221,0.006721973419189453,221
222,0.006767988204956055,222
223,0.0070378780364990234,223
224,0.0064487457275390625,224
225,0.006693601608276367,225
226,0.006674289703369141,226
227,0.006680965423583984,227
228,0.006974697113037109,228
229,0.0066454410552978516,229
230,0.0066738128662109375,230
231,0.006709098815917969,231
232,0.00674891471862793,232
233,0.006674051284790039,233
234,0.006677389144897461,234
235,0.006722450256347656,235
236,0.006768226623535156,236
237,0.0067005157470703125,237
238,0.006679534912109375,238
239,0.006644487380981445,239
240,0.006676912307739258,240
241,0.006702899932861328,241
242,0.006848812103271484,242
243,0.0069506168365478516,243
244,0.006624460220336914,244
245,0.00677180290222168,245
246,0.0067059993743896484,246
247,0.006960868835449219,247
248,0.00661158561706543,248
249,0.006846189498901367,249
250,0.006914854049682617,250
251,0.0070111751556396484,251
252,0.007086992263793945,252
253,0.0063323974609375,253
254,0.006649017333984375,254
255,0.007016420364379883,255
256,0.006672382354736328,256
257,0.006830692291259766,257
258,0.0068438053131103516,258
259,0.006652116775512695,259
260,0.006796836853027344,260
261,0.006876707077026367,261
262,0.006693840026855469,262
263,0.0067212581634521484,263
264,0.006803274154663086,264
265,0.00686955451965332,265
266,0.006678581237792969,266
267,0.006845235824584961,267
268,0.006819963455200195,268
269,0.006860017776489258,269
270,0.006838321685791016,270
271,0.006821393966674805,271
272,0.0068624019622802734,272
273,0.006810426712036133,273
274,0.006654500961303711,274
275,0.006773710250854492,275
276,0.006785154342651367,276
277,0.006738185882568359,277
278,0.006829023361206055,278
279,0.0068056583404541016,279
280,0.006712913513183594,280
281,0.006808280944824219,281
282,0.0067996978759765625,282
283,0.0066792964935302734,283
284,0.006750583648681641,284
285,0.006791591644287109,285
286,0.006791830062866211,286
287,0.006797075271606445,287
288,0.006777763366699219,288
289,0.0066907405853271484,289
290,0.006779670715332031,290
291,0.006826877593994141,291
292,0.006773471832275391,292
293,0.0068264007568359375,293
294,0.00677037239074707,294
295,0.006762504577636719,295
296,0.0068552494049072266,296
297,0.006769657135009766,297
298,0.007445335388183594,298
299,0.006134748458862305,299
300,0.00669407844543457,300
301,0.006692647933959961,301
302,0.0068171024322509766,302
303,0.006793022155761719,303
304,0.00672149658203125,304
305,0.006816387176513672,305
306,0.006798267364501953,306
307,0.006723165512084961,307
308,0.006726264953613281,308
309,0.006760120391845703,309
310,0.0067119598388671875,310
311,0.006886720657348633,311
312,0.006781816482543945,312
313,0.0070307254791259766,313
314,0.006810426712036133,314
315,0.006674051284790039,315
316,0.006815910339355469,316
317,0.006775617599487305,317
318,0.006730794906616211,318
319,0.0067844390869140625,319
320,0.00676274299621582,320
321,0.0067195892333984375,321
322,0.0067043304443359375,322
323,0.0067102909088134766,323
324,0.006697893142700195,324
325,0.00666499137878418,325
326,0.006716728210449219,326
327,0.00666046142578125,327
328,0.006651163101196289,328
329,0.006723642349243164,329
330,0.006861209869384766,330
331,0.0067670345306396484,331
332,0.006763935089111328,332
333,0.006738901138305664,333
334,0.01083993911743164,334
335,0.0067555904388427734,335
336,0.006709098815917969,336
337,0.006750345230102539,337
338,0.006763935089111328,338
339,0.006735563278198242,339
340,0.006766557693481445,340
341,0.006691694259643555,341
342,0.006734371185302734,342
343,0.006697654724121094,343
344,0.007040977478027344,344
345,0.0064678192138671875,345
346,0.006994485855102539,346
347,0.006545543670654297,347
348,0.0067691802978515625,348
349,0.006764650344848633,349
350,0.006714582443237305,350
351,0.007379770278930664,351
352,0.0063054561614990234,352
353,0.006688833236694336,353
354,0.00683903694152832,354
355,0.006830692291259766,355
356,0.006811857223510742,356
357,0.006803035736083984,357
358,0.006834745407104492,358
359,0.006811618804931641,359
360,0.006814479827880859,360
361,0.006894588470458984,361
362,0.006773233413696289,362
363,0.0067729949951171875,363
364,0.007125377655029297,364
365,0.006777286529541016,365
366,0.006512641906738281,366
367,0.006784200668334961,367
368,0.006814479827880859,368
369,0.006704568862915039,369
370,0.007190704345703125,370
371,0.006318569183349609,371
372,0.0068356990814208984,372
373,0.007140159606933594,373
374,0.006397247314453125,374
375,0.006749868392944336,375
376,0.0070874691009521484,376
377,0.006453275680541992,377
378,0.0067310333251953125,378
379,0.00673985481262207,379
380,0.006769895553588867,380
381,0.006689548492431641,381
382,0.007262229919433594,382
383,0.006251811981201172,383
384,0.006721019744873047,384
385,0.006726503372192383,385
386,0.006856441497802734,386
387,0.006792545318603516,387
388,0.00722193717956543,388
389,0.006270408630371094,389
390,0.006715297698974609,390
391,0.007106304168701172,391
392,0.006449460983276367,392
393,0.00685882568359375,393
394,0.007162570953369141,394
395,0.006490230560302734,395
396,0.0067141056060791016,396
397,0.006852388381958008,397
398,0.006885051727294922,398
399,0.006815433502197266,399
400,0.006760120391845703,400
401,0.006751298904418945,401
402,0.0067026615142822266,402
403,0.006748199462890625,403
404,0.00680851936340332,404
405,0.006685972213745117,405
406,0.006769895553588867,406
407,0.006865262985229492,407
408,0.006820201873779297,408
409,0.006764888763427734,409
410,0.006804943084716797,410
411,0.006726264953613281,411
412,0.006761789321899414,412
413,0.006844758987426758,413
414,0.006814718246459961,414
415,0.006822347640991211,415
416,0.006772518157958984,416
417,0.006735563278198242,417
418,0.006774425506591797,418
419,0.006785869598388672,419
420,0.0067234039306640625,420
421,0.006798267364501953,421
422,0.006795167922973633,422
423,0.0067234039306640625,423
424,0.006770610809326172,424
425,0.0067348480224609375,425
426,0.006704807281494141,426
427,0.006722688674926758,427
428,0.0067670345306396484,428
429,0.0067901611328125,429
430,0.006677150726318359,430
431,0.006703376770019531,431
432,0.006716728210449219,432
433,0.0067250728607177734,433
434,0.0067195892333984375,434
435,0.006783008575439453,435
436,0.006884098052978516,436
437,0.006681919097900391,437
438,0.00670933723449707,438
439,0.006804943084716797,439
440,0.006696939468383789,440
441,0.00686192512512207,441
442,0.007319927215576172,442
443,0.006432056427001953,443
444,0.00673222541809082,444
445,0.0067386627197265625,445
446,0.006859302520751953,446
447,0.006724834442138672,447
448,0.006727695465087891,448
449,0.006963968276977539,449
450,0.006597280502319336,450
451,0.006769895553588867,451
452,0.006859779357910156,452
453,0.00705718994140625,453
454,0.006671905517578125,454
455,0.00681614875793457,455
456,0.006887674331665039,456
457,0.006827592849731445,457
458,0.0068569183349609375,458
459,0.006801605224609375,459
460,0.006812095642089844,460
461,0.00682520866394043,461
462,0.006807088851928711,462
463,0.00676417350769043,463
464,0.007131338119506836,464
465,0.006526947021484375,465
466,0.00670933723449707,466
467,0.006906032562255859,467
468,0.006706953048706055,468
469,0.00682830810546875,469
470,0.0067827701568603516,470
471,0.006819725036621094,471
472,0.006842613220214844,472
473,0.007187604904174805,473
474,0.006440162658691406,474
475,0.006826877593994141,475
476,0.006791353225708008,476
477,0.006816864013671875,477
478,0.00690150260925293,478
479,0.006859302520751953,479
480,0.006803035736083984,480
481,0.006738901138305664,481
482,0.006742715835571289,482
483,0.006800651550292969,483
484,0.006781339645385742,484
485,0.006852865219116211,485
486,0.007706642150878906,486
487,0.0059626102447509766,487
488,0.0068607330322265625,488
489,0.006815671920776367,489
490,0.006731510162353516,490
491,0.006719827651977539,491
492,0.006718873977661133,492
493,0.007243633270263672,493
494,0.006363630294799805,494
495,0.006753444671630859,495
496,0.006734609603881836,496
497,0.0067670345306396484,497
498,0.0069255828857421875,498
499,0.006726980209350586,499
500,0.006766080856323242,500
501,0.006728410720825195,501
502,0.006714820861816406,502
503,0.006876230239868164,503
504,0.006834268569946289,504
505,0.006847381591796875,505
506,0.0068302154541015625,506
507,0.0068585872650146484,507
508,0.007170677185058594,508
509,0.006446123123168945,509
510,0.006779909133911133,510
511,0.0068285465240478516,511
512,0.007358551025390625,512
513,0.006617307662963867,513
514,0.006680965423583984,514
515,0.006926059722900391,515
516,0.006699562072753906,516
517,0.0067980289459228516,517
518,0.0067081451416015625,518
519,0.006743669509887695,519
520,0.006770133972167969,520
521,0.006776332855224609,521
522,0.007208108901977539,522
523,0.006494283676147461,523
524,0.006720066070556641,524
525,0.006891012191772461,525
526,0.00670933723449707,526
527,0.006739616394042969,527
528,0.006783008575439453,528
529,0.006808280944824219,529
530,0.006733417510986328,530
531,0.006788969039916992,531
532,0.006791353225708008,532
533,0.0067598819732666016,533
534,0.006796598434448242,534
535,0.0068700313568115234,535
536,0.00677800178527832,536
537,0.0067844390869140625,537
538,0.0068132877349853516,538
539,0.006860017776489258,539
540,0.006751298904418945,540
541,0.006899595260620117,541
542,0.006865978240966797,542
543,0.006903171539306641,543
544,0.006836891174316406,544
545,0.006841182708740234,545
546,0.006853818893432617,546
547,0.006949901580810547,547
548,0.006853580474853516,548
549,0.006905555725097656,549
550,0.006899595260620117,550
551,0.006863117218017578,551
552,0.006882190704345703,552
553,0.006844997406005859,553
554,0.006841897964477539,554
555,0.00686955451965332,555
556,0.006867647171020508,556
557,0.00686192512512207,557
558,0.0069255828857421875,558
559,0.006845235824584961,559
560,0.006844997406005859,560
561,0.006921052932739258,561
562,0.0068471431732177734,562
563,0.007386922836303711,563
564,0.006447553634643555,564
565,0.006690025329589844,565
566,0.0068187713623046875,566
567,0.00669550895690918,567
568,0.006831645965576172,568
569,0.006808280944824219,569
570,0.006695985794067383,570
571,0.00680851936340332,571
572,0.006913661956787109,572
573,0.0067522525787353516,573
574,0.00678253173828125,574
575,0.006832599639892578,575
576,0.0066986083984375,576
577,0.006812095642089844,577
578,0.00677180290222168,578
579,0.006760358810424805,579
580,0.006796598434448242,580
581,0.006784915924072266,581
582,0.006740093231201172,582
583,0.006762027740478516,583
584,0.0066983699798583984,584
585,0.006704807281494141,585
586,0.0067293643951416016,586
587,0.006776571273803711,587
588,0.006804704666137695,588
589,0.006878852844238281,589
590,0.0068798065185546875,590
591,0.006741523742675781,591
592,0.006752729415893555,592
593,0.006733894348144531,593
594,0.006780385971069336,594
595,0.006747722625732422,595
596,0.006763458251953125,596
597,0.0067157745361328125,597
598,0.006757974624633789,598
599,0.006747007369995117,599
600,0.006757020950317383,600
601,0.006830453872680664,601
602,0.006708383560180664,602
603,0.006695747375488281,603
604,0.006672859191894531,604
605,0.006860256195068359,605
606,0.006740093231201172,606
607,0.006955623626708984,607
608,0.0066297054290771484,608
609,0.0067446231842041016,609
610,0.006733894348144531,610
611,0.006654977798461914,611
612,0.006934165954589844,612
613,0.0066967010498046875,613
614,0.007113218307495117,614
615,0.006657123565673828,615
616,0.007184028625488281,616
617,0.00714111328125,617
618,0.0062139034271240234,618
619,0.0067408084869384766,619
620,0.006858110427856445,620
621,0.007045745849609375,621
622,0.0065517425537109375,622
623,0.006766319274902344,623
624,0.006786346435546875,624
625,0.006808042526245117,625
626,0.006772279739379883,626
627,0.006837129592895508,627
628,0.007458925247192383,628
629,0.006027936935424805,629
630,0.006804227828979492,630
631,0.006768465042114258,631
632,0.0067865848541259766,632
633,0.006780862808227539,633
634,0.006675243377685547,634
635,0.006837129592895508,635
636,0.0068433284759521484,636
637,0.006730079650878906,637
638,0.006821870803833008,638
639,0.006796360015869141,639
640,0.007237434387207031,640
641,0.006884336471557617,641
642,0.0073108673095703125,642
643,0.006345272064208984,643
644,0.006814718246459961,644
645,0.006731510162353516,645
646,0.00678253173828125,646
647,0.006762266159057617,647
648,0.006723642349243164,648
649,0.007333278656005859,649
650,0.006357908248901367,650
651,0.006834983825683594,651
652,0.006711483001708984,652
653,0.006910085678100586,653
654,0.006757259368896484,654
655,0.006773948669433594,655
656,0.006810426712036133,656
657,0.006875753402709961,657
658,0.006754159927368164,658
659,0.006748199462890625,659
660,0.0067250728607177734,660
661,0.006753206253051758,661
662,0.006798267364501953,662
663,0.0068476200103759766,663
664,0.006907224655151367,664
665,0.006831169128417969,665
666,0.006783962249755859,666
667,0.006783485412597656,667
668,0.006766796112060547,668
669,0.006777524948120117,669
670,0.006754875183105469,670
671,0.0069963932037353516,671
672,0.007178544998168945,672
673,0.006655693054199219,673
674,0.0067691802978515625,674
675,0.007131099700927734,675
676,0.0065648555755615234,676
677,0.0066471099853515625,677
678,0.007340192794799805,678
679,0.00657343864440918,679
680,0.006719350814819336,680
681,0.006910085678100586,681
682,0.006749153137207031,682
683,0.006771087646484375,683
684,0.0067365169525146484,684
685,0.0068776607513427734,685
686,0.006765842437744141,686
687,0.006878376007080078,687
688,0.006865501403808594,688
689,0.0067212581634521484,689
690,0.006867408752441406,690
691,0.006819963455200195,691
692,0.00675201416015625,692
693,0.006855010986328125,693
694,0.006833791732788086,694
695,0.006700754165649414,695
696,0.006760597229003906,696
697,0.0067195892333984375,697
698,0.006724119186401367,698
699,0.006739616394042969,699
700,0.006814479827880859,700
701,0.006811380386352539,701
702,0.00685429573059082,702
703,0.007714748382568359,703
704,0.006162405014038086,704
705,0.006756305694580078,705
706,0.00684356689453125,706
707,0.00680088996887207,707
708,0.007006645202636719,708
709,0.007169246673583984,709
710,0.006415367126464844,710
711,0.006771087646484375,711
712,0.00672602653503418,712
713,0.0067310333251953125,713
714,0.0068509578704833984,714
715,0.0067861080169677734,715
716,0.006860971450805664,716
717,0.0068171024322509766,717
718,0.00718379020690918,718
719,0.006390810012817383,719
720,0.006810188293457031,720
721,0.006911277770996094,721
722,0.006677865982055664,722
723,0.006766557693481445,723
724,0.007502079010009766,724
725,0.006027698516845703,725
726,0.006798505783081055,726
727,0.007189512252807617,727
728,0.006448984146118164,728
729,0.00677800178527832,729
730,0.006806373596191406,730
731,0.006815910339355469,731
732,0.006801128387451172,732
733,0.006852149963378906,733
734,0.006860971450805664,734
735,0.00669550895690918,735
736,0.006795167922973633,736
737,0.0069539546966552734,737
738,0.006747245788574219,738
739,0.0067899227142333984,739
740,0.006857395172119141,740
741,0.006683826446533203,741
742,0.006857633590698242,742
743,0.006856441497802734,743
744,0.00675511360168457,744
745,0.006812095642089844,745
746,0.006861209869384766,746
747,0.0068929195404052734,747
748,0.006752967834472656,748
749,0.006911516189575195,749
750,0.006711006164550781,750
751,0.00679469108581543,751
752,0.006880760192871094,752
753,0.006711244583129883,753
754,0.006937265396118164,754
755,0.0067937374114990234,755
756,0.006717681884765625,756
757,0.0068433284759521484,757
758,0.0067596435546875,758
759,0.0067653656005859375,759
760,0.006815910339355469,760
761,0.0067865848541259766,761
762,0.006713151931762695,762
763,0.006848335266113281,763
764,0.006748199462890625,764
765,0.006867170333862305,765
766,0.0067479610443115234,766
767,0.0068323612213134766,767
768,0.006848335266113281,768
769,0.0067288875579833984,769
770,0.006789684295654297,770
771,0.0067255496978759766,771
772,0.006761074066162109,772
773,0.006747245788574219,773
774,0.006963491439819336,774
775,0.006739616394042969,775
776,0.006750345230102539,776
777,0.00673675537109375,777
778,0.006780385971069336,778
779,0.0069277286529541016,779
780,0.0067784786224365234,780
781,0.0072879791259765625,781
782,0.00710606575012207,782
783,0.00608372688293457,783
784,0.0067479610443115234,784
785,0.006813764572143555,785
786,0.006824016571044922,786
787,0.0067501068115234375,787
788,0.006842374801635742,788
789,0.006823301315307617,789
790,0.0067670345306396484,790
791,0.00680088996887207,791
792,0.006837606430053711,792
793,0.006749868392944336,793
794,0.006798982620239258,794
795,0.006912708282470703,795
796,0.0068225860595703125,796
797,0.006819486618041992,797
798,0.006850242614746094,798
799,0.00674891471862793,799
800,0.0068514347076416016,800
801,0.006727457046508789,801
802,0.006799221038818359,802
803,0.006890773773193359,803
804,0.006738185882568359,804
805,0.006803750991821289,805
806,0.006792783737182617,806
807,0.006793975830078125,807
808,0.0067577362060546875,808
809,0.006825447082519531,809
810,0.0068264007568359375,810
811,0.00672459602355957,811
812,0.006773710250854492,812
813,0.006756782531738281,813
814,0.006751537322998047,814
815,0.006835222244262695,815
816,0.006816864013671875,816
817,0.006844043731689453,817
818,0.006821632385253906,818
819,0.006779909133911133,819
820,0.006752490997314453,820
821,0.006737470626831055,821
822,0.006762027740478516,822
823,0.006819486618041992,823
824,0.0068264007568359375,824
825,0.006780147552490234,825
826,0.007266521453857422,826
827,0.006404876708984375,827
828,0.006760358810424805,828
829,0.006792783737182617,829
830,0.006834983825683594,830
831,0.006836652755737305,831
832,0.006757259368896484,832
833,0.00676727294921875,833
834,0.006760835647583008,834
835,0.006800174713134766,835
836,0.006769418716430664,836
837,0.006879329681396484,837
838,0.007653951644897461,838
839,0.006053447723388672,839
840,0.00703883171081543,840
841,0.006900787353515625,841
842,0.00685572624206543,842
843,0.006884574890136719,843
844,0.006926059722900391,844
845,0.007140159606933594,845
846,0.00664210319519043,846
847,0.007349967956542969,847
848,0.006483316421508789,848
849,0.006764411926269531,849
850,0.00699305534362793,850
851,0.006875038146972656,851
852,0.0067615509033203125,852
853,0.006876468658447266,853
854,0.006866931915283203,854
855,0.006891727447509766,855
856,0.006876468658447266,856
857,0.006871461868286133,857
858,0.0068988800048828125,858
859,0.007042407989501953,859
860,0.0067784786224365234,860
861,0.006748676300048828,861
862,0.006894111633300781,862
863,0.006842613220214844,863
864,0.006691694259643555,864
865,0.006815671920776367,865
866,0.006829738616943359,866
867,0.006805896759033203,867
868,0.006812095642089844,868
869,0.006909847259521484,869
870,0.007459163665771484,870
871,0.007105112075805664,871
872,0.0067288875579833984,872
873,0.006781578063964844,873
874,0.006793022155761719,874
875,0.006756305694580078,875
876,0.006824970245361328,876
877,0.006913661956787109,877
878,0.006824970245361328,878
879,0.006722450256347656,879
880,0.0068302154541015625,880
881,0.006746768951416016,881
882,0.006728649139404297,882
883,0.0068111419677734375,883
884,0.0068819522857666016,884
885,0.006773710250854492,885
886,0.0067636966705322266,886
887,0.006789684295654297,887
888,0.006768465042114258,888
889,0.00677180290222168,889
890,0.00680232048034668,890
891,0.006909608840942383,891
892,0.007175922393798828,892
893,0.007067203521728516,893
894,0.006792545318603516,894
895,0.006953001022338867,895
896,0.006490230560302734,896
897,0.006846904754638672,897
898,0.006798267364501953,898
899,0.006829023361206055,899
900,0.006885051727294922,900
901,0.006840229034423828,901
902,0.006876707077026367,902
903,0.006842613220214844,903
904,0.006814241409301758,904
905,0.006831169128417969,905
906,0.006845235824584961,906
907,0.0067958831787109375,907
908,0.006821393966674805,908
909,0.0068514347076416016,909
910,0.0067708492279052734,910
911,0.006823539733886719,911
912,0.00691533088684082,912
913,0.006926774978637695,913
914,0.0069234371185302734,914
915,0.0070340633392333984,915
916,0.006811618804931641,916
917,0.006873130798339844,917
918,0.006879091262817383,918
919,0.006834745407104492,919
920,0.006701469421386719,920
921,0.00683140754699707,921
922,0.00680232048034668,922
923,0.006837129592895508,923
924,0.006806135177612305,924
925,0.006785154342651367,925
926,0.006807088851928711,926
927,0.006789207458496094,927
928,0.006784677505493164,928
929,0.0067882537841796875,929
930,0.006846189498901367,930
931,0.007218122482299805,931
932,0.00654292106628418,932
933,0.006784200668334961,933
934,0.0067594051361083984,934
935,0.0067768096923828125,935
936,0.006800413131713867,936
937,0.006840944290161133,937
938,0.006847858428955078,938
939,0.00731348991394043,939
940,0.0064432621002197266,940
941,0.0067865848541259766,941
942,0.007213592529296875,942
943,0.00641942024230957,943
944,0.006782054901123047,944
945,0.006836891174316406,945
946,0.006867647171020508,946
947,0.006794929504394531,947
948,0.006779193878173828,948
949,0.006857633590698242,949
950,0.0067937374114990234,950
951,0.006842136383056641,951
952,0.006902456283569336,952
953,0.006929636001586914,953
954,0.006811857223510742,954
955,0.006846904754638672,955
956,0.006783008575439453,956
957,0.006805419921875,957
958,0.006941556930541992,958
959,0.006873130798339844,959
960,0.006828784942626953,960
961,0.006775856018066406,961
962,0.006775617599487305,962
963,0.006817340850830078,963
964,0.006768465042114258,964
965,0.006783008575439453,965
966,0.0067822933197021484,966
967,0.006780147552490234,967
968,0.0071332454681396484,968
969,0.006600141525268555,969
970,0.0067865848541259766,970
971,0.0068035125732421875,971
972,0.0068323612213134766,972
973,0.0068471431732177734,973
974,0.00686192512512207,974
975,0.006834983825683594,975
976,0.006842851638793945,976
977,0.006859779357910156,977
978,0.006771087646484375,978
979,0.0067598819732666016,979
980,0.006946563720703125,980
981,0.0067348480224609375,981
982,0.00683140754699707,982
983,0.007223606109619141,983
984,0.006604433059692383,984
985,0.007180213928222656,985
986,0.006651163101196289,986
987,0.006815195083618164,987
988,0.0068280696868896484,988
989,0.006968021392822266,989
990,0.006803750991821289,990
991,0.006827116012573242,991
992,0.006857156753540039,992
993,0.006773710250854492,993
994,0.006888151168823242,994
995,0.0068204402923583984,995
996,0.0068225860595703125,996
997,0.00681304931640625,997
998,0.007254600524902344,998
999,0.006438016891479492,999
1000,0.007027387619018555,1000
1001,0.006674766540527344,1001
1002,0.006833553314208984,1002
1003,0.006886720657348633,1003
1004,0.006847858428955078,1004
1005,0.0068569183349609375,1005
1006,0.006884098052978516,1006
1007,0.006816864013671875,1007
1008,0.006812334060668945,1008
1009,0.0067386627197265625,1009
1010,0.006902933120727539,1010
1011,0.006680488586425781,1011
1012,0.006810426712036133,1012
1013,0.006882429122924805,1013
1014,0.006743431091308594,1014
1015,0.006796121597290039,1015
1016,0.007308483123779297,1016
1017,0.006319284439086914,1017
1018,0.006894826889038086,1018
1019,0.007014274597167969,1019
1020,0.006632566452026367,1020
1021,0.007246971130371094,1021
1022,0.006623983383178711,1022
1023,0.006838560104370117,1023
1024,0.00680994987487793,1024
1025,0.006867647171020508,1025
1026,0.006879329681396484,1026
1027,0.006794929504394531,1027
1028,0.0068247318267822266,1028
1029,0.006860494613647461,1029
1030,0.006785869598388672,1030
1031,0.0068132877349853516,1031
1032,0.006894350051879883,1032
1033,0.006791591644287109,1033
1034,0.0068569183349609375,1034
1035,0.006917476654052734,1035
1036,0.0068056583404541016,1036
1037,0.006785392761230469,1037
1038,0.006823062896728516,1038
1039,0.0068204402923583984,1039
1040,0.006745338439941406,1040
1041,0.006747245788574219,1041
1042,0.00694727897644043,1042
1043,0.006908893585205078,1043
1044,0.006825447082519531,1044
1045,0.006820201873779297,1045
1046,0.006967067718505859,1046
1047,0.006734609603881836,1047
1048,0.0067768096923828125,1048
1049,0.006861686706542969,1049
1050,0.006777048110961914,1050
