model,hardware,prompt_size,batch_size,token_size,peak_power,average_power,prompt_time,token_time,e2e_time,tensor_parallel
Llama-3.2-3B,a100-80gb,512,4,128,0,0,0.038991689682006836,0.7706584930419922,0.8145153522491455,2
Llama-3.2-3B,a100-80gb,512,4,128,0,0,0.03876662254333496,0.7712926864624023,0.814734697341919,2
Llama-3.2-3B,a100-80gb,512,4,128,0,0,0.0432591438293457,0.7826275825500488,0.8310179710388184,2
Llama-3.2-3B,a100-80gb,512,4,128,0,0,0.03760981559753418,0.7702023983001709,0.8126213550567627,2
Llama-3.2-3B,a100-80gb,512,4,128,0,0,0.03859138488769531,0.7771284580230713,0.8209214210510254,2
Llama-3.2-3B,a100-80gb,512,8,128,0,0,0.03924560546875,0.9184963703155518,0.965299129486084,2
Llama-3.2-3B,a100-80gb,512,8,128,0,0,0.0388178825378418,0.9157180786132812,0.9629385471343994,2
Llama-3.2-3B,a100-80gb,512,8,128,0,0,0.03958463668823242,0.9075546264648438,0.9547445774078369,2
Llama-3.2-3B,a100-80gb,512,8,128,0,0,0.03814339637756348,0.9031987190246582,0.9491417407989502,2
Llama-3.2-3B,a100-80gb,512,8,128,0,0,0.03856253623962402,0.8994035720825195,0.945293664932251,2
Llama-3.2-3B,a100-80gb,512,16,128,0,0,0.03735756874084473,1.0909614562988281,1.1414258480072021,2
Llama-3.2-3B,a100-80gb,512,16,128,0,0,0.03789067268371582,1.081329584121704,1.1344099044799805,2
Llama-3.2-3B,a100-80gb,512,16,128,0,0,0.037653207778930664,1.0950927734375,1.1463003158569336,2
Llama-3.2-3B,a100-80gb,512,16,128,0,0,0.037474870681762695,1.0922515392303467,1.1428866386413574,2
Llama-3.2-3B,a100-80gb,512,16,128,0,0,0.03894662857055664,1.0922391414642334,1.1444425582885742,2
Llama-3.2-3B,a100-80gb,512,32,128,0,0,0.03761124610900879,1.4230875968933105,1.4861133098602295,2
Llama-3.2-3B,a100-80gb,512,32,128,0,0,0.038491249084472656,1.4283671379089355,1.4925763607025146,2
Llama-3.2-3B,a100-80gb,512,32,128,0,0,0.04216456413269043,1.416414737701416,1.4881336688995361,2
Llama-3.2-3B,a100-80gb,512,32,128,0,0,0.041466712951660156,1.658121109008789,1.7250635623931885,2
Llama-3.2-3B,a100-80gb,512,32,128,0,0,0.038013458251953125,1.4204294681549072,1.4847509860992432,2
Llama-3.2-3B,a100-80gb,512,1,128,0,0,0.020012378692626953,0.6858291625976562,0.7089560031890869,2
Llama-3.2-3B,a100-80gb,512,1,128,0,0,0.020302772521972656,0.6876533031463623,0.7103538513183594,2
Llama-3.2-3B,a100-80gb,512,1,128,0,0,0.021177053451538086,0.6898448467254639,0.7135965824127197,2
Llama-3.2-3B,a100-80gb,512,1,128,0,0,0.020981311798095703,0.6854398250579834,0.7090394496917725,2
Llama-3.2-3B,a100-80gb,512,1,128,0,0,0.020277976989746094,0.6860377788543701,0.7087812423706055,2
Llama-3.2-3B,a100-80gb,512,1,256,0,0,0.02295064926147461,1.3842155933380127,1.4095592498779297,2
Llama-3.2-3B,a100-80gb,512,1,256,0,0,0.02221822738647461,1.3888001441955566,1.4135525226593018,2
Llama-3.2-3B,a100-80gb,512,1,256,0,0,0.019582509994506836,1.3892247676849365,1.4115161895751953,2
Llama-3.2-3B,a100-80gb,512,1,256,0,0,0.020426511764526367,1.380786657333374,1.403491735458374,2
Llama-3.2-3B,a100-80gb,512,1,256,0,0,0.02022576332092285,1.3876996040344238,1.4101641178131104,2
Llama-3.2-3B,a100-80gb,512,1,512,0,0,0.021092653274536133,2.779589891433716,2.802900552749634,2
Llama-3.2-3B,a100-80gb,512,1,512,0,0,0.02073836326599121,2.7832648754119873,2.80656361579895,2
Llama-3.2-3B,a100-80gb,512,1,512,0,0,0.02063584327697754,2.7743546962738037,2.7973411083221436,2
Llama-3.2-3B,a100-80gb,512,1,512,0,0,0.022441387176513672,2.769620656967163,2.7955050468444824,2
Llama-3.2-3B,a100-80gb,512,1,512,0,0,0.020522117614746094,2.773465156555176,2.7966744899749756,2
Llama-3.2-3B,a100-80gb,512,1,1024,0,0,0.019919872283935547,5.5549421310424805,5.577611207962036,2
Llama-3.2-3B,a100-80gb,512,1,1024,0,0,0.02156376838684082,5.549962759017944,5.574318885803223,2
Llama-3.2-3B,a100-80gb,512,1,1024,0,0,0.020117521286010742,5.568785190582275,5.591908931732178,2
Llama-3.2-3B,a100-80gb,512,1,1024,0,0,0.02092909812927246,5.551942348480225,5.57665753364563,2
Llama-3.2-3B,a100-80gb,512,1,1024,0,0,0.020441770553588867,5.548424243927002,5.571422100067139,2
Llama-3.2-3B,a100-80gb,512,1,2048,0,0,0.02337503433227539,11.237772703170776,11.264082431793213,2
Llama-3.2-3B,a100-80gb,512,1,2048,0,0,0.022423744201660156,11.23888373374939,11.264021635055542,2
Llama-3.2-3B,a100-80gb,512,1,2048,0,0,0.02182602882385254,11.260771989822388,11.285526752471924,2
Llama-3.2-3B,a100-80gb,512,1,2048,0,0,0.021735429763793945,11.266894340515137,11.291554689407349,2
Llama-3.2-3B,a100-80gb,512,1,2048,0,0,0.022196531295776367,11.25444746017456,11.279629468917847,2
Llama-3.2-3B,a100-80gb,512,1,4096,0,0,0.021912336349487305,22.685609817504883,22.710684776306152,2
Llama-3.2-3B,a100-80gb,512,1,4096,0,0,0.02192234992980957,22.785091161727905,22.81018352508545,2
Llama-3.2-3B,a100-80gb,512,1,4096,0,0,0.02320384979248047,22.843290090560913,22.869464635849,2
Llama-3.2-3B,a100-80gb,512,1,4096,0,0,0.02257537841796875,22.82053542137146,22.846094131469727,2
Llama-3.2-3B,a100-80gb,512,1,4096,0,0,0.0215301513671875,22.866275548934937,22.890814065933228,2
Llama-3.2-3B,a100-80gb,512,1,8192,0,0,0.022064685821533203,52.12649989128113,52.15156030654907,2
Llama-3.2-3B,a100-80gb,512,1,8192,0,0,0.020779132843017578,52.485382318496704,52.50931167602539,2
Llama-3.2-3B,a100-80gb,512,1,8192,0,0,0.020488739013671875,52.48898196220398,52.512675762176514,2
Llama-3.2-3B,a100-80gb,512,1,8192,0,0,0.02024674415588379,52.467020750045776,52.49042844772339,2
Llama-3.2-3B,a100-80gb,512,1,8192,0,0,0.021907806396484375,52.514421224594116,52.539759159088135,2
